"Sector Wise Projects"

"Sr.No.","Sector","Line Ministry","ProjectID","Project Name","Original Cost
(in Cr)","Latest Revised Cost
(in Cr)","Expenditure (Cumm.)
(in Cr)"
"227","Healthcare","Ministry of Health & Family Welfare","701167","AIIMS Kashmir at Awantipora Jammu & Kashmir","1828","2570.19","1602.61"
"228","Healthcare","Ministry of Health & Family Welfare","701168","ALL India Institute of Medical Sciences-AIIMS Madurai","1264","2021.51","540.92"
"229","Healthcare","Ministry of Health & Family Welfare","701170","AIIMS Rajkot","1195","1195","805.48"
"230","Healthcare","Ministry of Health & Family Welfare","701171","AIIMS Bibinagar","1028","1365.95","1028.94"
"231","Healthcare","Ministry of Health & Family Welfare","701172","AIIMS Darbhanga","2006.07","2006.07","40.33"
"232","Healthcare","Ministry of Health & Family Welfare","701173","AIIMS Majra Rewari Haryana","1299","1646.43","747.62"
"233","Healthcare","Ministry of Health & Family Welfare","706965","Establishment of new GMC Saran [Chhapara]","189","189","113.4"
"234","Healthcare","Ministry of Health & Family Welfare","706966","Establishment of new GMC Samastipur","189","189","113.4"
"235","Healthcare","Ministry of Health & Family Welfare","706988","Establishment of new GMC Gondia","189","189","113.4"
"236","Healthcare","Ministry of Health & Family Welfare","706989","Establishment of new GMC West Garo Hills [Tura]","189","189","170.1"
"237","Healthcare","Ministry of Health & Family Welfare","707016","Establishment of new GMC Sitamarhi","250","250","150"
"238","Healthcare","Ministry of Health & Family Welfare","707017","Establishment of new GMC Jhanjharpur","250","250","150"
"239","Healthcare","Ministry of Health & Family Welfare","707018","Establishment of new GMC Siwan","250","250","150"
"240","Healthcare","Ministry of Health & Family Welfare","707019","Establishment of new GMC Buxar","250","250","150"
"241","Healthcare","Ministry of Health & Family Welfare","707020","Establishment of new GMC Jamui","250","500","103.21"
"242","Healthcare","Ministry of Health & Family Welfare","707021","Establishment of new GMC Koderma","250","504.8","271"
"243","Healthcare","Ministry of Health & Family Welfare","707022","Establishment of new GMC Chaibasa [Singhbhum]","250","454.1","65"
"244","Healthcare","Ministry of Health & Family Welfare","707039","Establishment of new GMC Gangtok","250","635.21","667.21"
"245","Healthcare","Ministry of Health & Family Welfare","707044","Establishment of new GMC Korba","325","322.85","179.49"
"246","Healthcare","Ministry of Health & Family Welfare","707045","Establishment of new GMC Mahasamund","325","325","321.7"
"247","Healthcare","Ministry of Health & Family Welfare","707046","Establishment of new GMC Kanker","325","325","37"
"248","Healthcare","Ministry of Health & Family Welfare","707049","Establishment of new GMC Panchmahal","325","663.5","467.34"
"249","Healthcare","Ministry of Health & Family Welfare","707050","Establishment of new GMC Porbandar","325","618.98","936.64"
"250","Healthcare","Ministry of Health & Family Welfare","707051","Establishment of new GMc Udhampur","325","325","222"
"251","Healthcare","Ministry of Health & Family Welfare","707052","Establishment of new GMC Handwara [Distt. Kupwara]","325","325","173"
"252","Healthcare","Ministry of Health & Family Welfare","707057","Establishment of new GMC Leh","325","325","127"
"253","Healthcare","Ministry of Health & Family Welfare","707058","Establishment of new GMC Rajgarh","325","325","179.5"
"254","Healthcare","Ministry of Health & Family Welfare","707059","Establishment of new GMC Mandla","325","325","89.41"
"255","Healthcare","Ministry of Health & Family Welfare","707067","Establishment of new GMC Mon","325","325","155"
"256","Healthcare","Ministry of Health & Family Welfare","707069","Establishment of new GMC Kapurthala","325","550","50"
"257","Healthcare","Ministry of Health & Family Welfare","707070","Establishment of new GMC Hoshiarpur","325","374.75","2.04"
"258","Healthcare","Ministry of Health & Family Welfare","707086","Establishment of new GMC Rudrapur","325","325","353.01"
"259","Healthcare","Ministry of Health & Family Welfare","707087","Establishment of new GMC Pithoragarh","325","768.89","470.08"
"260","Healthcare","Ministry of Labour and Employment","612167","Construction of 350 beds + 50 Super Specialty beds ESIC Hospital Sheelanagar, Visakhapatnam, Andhra Pradesh","384.27","384.27","286.38"
"261","Healthcare","Ministry of Labour and Employment","612186","350 Bedded [Upgradable to 500 beds] ESI Hospital at Sanand","558.12","558.12","55.81"
"262","Healthcare","Ministry of Labour and Employment","612211","Demolition, Construction and upgradation of ESI Hospital, Kalol, Gujarat from 50 beds to 150 beds.","205.87","205.87","51.74"
"263","Healthcare","Ministry of Labour and Employment","612213","Construction of 200 Bedded ESIC Hospital at Butibori, Nagpur, Maharashtra.","194.93","196.7","116.22"
"264","Healthcare","Ministry of Labour and Employment","612259","CONSTRUCTION OF 300 BEDDED HOSPITAL AT HARIDWAR","102.4","297.63","340.3"
"265","Healthcare","Ministry of Labour and Employment","612513","Construction of 100 Bedded ESI Hospital at Duburi, Odisha.","164.6","164.6","16.44"
"266","Healthcare","Ministry of Labour and Employment","612745","Construction of 200 bed ESI Hospital at Bommasandra, Karnataka","278","278","80.52"
"267","Healthcare","Ministry of Labour and Employment","612748","Construction of 100 bed ESI Hospital and Staff Quarters [32 Nos.] at Harohalli, Karnataka","150.92","150.92","31.05"
"268","Healthcare","Ministry of Labour and Employment","616691","Upgradation & Extension of ESIC Hospital and Construction of PG Hostel / Staff Housing for ESIC Hospital at Andheri, Mumbai","260.13","260.13","216.46"
"269","Inland Waterways","Ministry of Ports, Shipping and Waterways","701565","Jal Marg Vikas Project","5369.18","5061.15","4187.19"
"270","Logistics Infrastructure","Department for Promotion of Industry & Internal Trade","707410","Integrated Multi Modal Logistics Hub at Nangal Chaudhary in Haryana - Other Trunk Infrastructure Development Phase 1","763","763","430"
"271","Metals & Mining","Ministry of Mines","400141","Expansion of Alumina Refinery Plant with addition of 5th Stream having capacity enhancement of 1.0 Million Tonee Per Annum","4103","5677.4","5023.49"
"272","Metals & Mining","Ministry of Mines","400299","Pottangi Bauxite Mines Project","1381","1960.77","770.37"
"273","Metals & Mining","Ministry of Mines","400426","Expansion of Malanjkhand Copper Project","1856.36","3800","1018.09"
"274","Metals & Mining","Ministry of Mines","709831","SOURCING OF BAUXITE ARRANGEMENT FOR 5TH STREAM ALUMINA REFINERY FROM SOUTH BLOCK MINING LEASE OF PANCHPATMAILI MINES","483","483","453.89"
"275","Metals & Mining","Ministry of Mines","709832","25.5 MW WIND POWER PROJECT AT KAYATHAR IN TAMILNADU","166","166","135"
"276","Metals & Mining","Ministry of Steel","615202","Capacity expansion of Deposit-14 and 14 NMZ at Kirandul","1700","1756.2","292.01"
"277","Oil & Gas","Ministry of Petroleum & Natural Gas","400087","Redevelopment of Sobhasan Complex","885.63","1347.61","1062.32"
"278","Oil & Gas","Ministry of Petroleum & Natural Gas","400119","Life Extension of 48 well platforms of Mumbai High & Heera Fields","3190.69","3375.9","3123.2"
"279","Oil & Gas","Ministry of Petroleum & Natural Gas","400120","KG-DWN-98/2 Cluster - II Development Project - NELP Block","34012","34012","33192"
"280","Oil & Gas","Ministry of Petroleum & Natural Gas","400167","Redevelopment of Santhal Field [Onshore-Mehsana Asset]","1162.56","1162.56","1127.73"
"281","Oil & Gas","Ministry of Petroleum & Natural Gas","400168","500 KTA PDHPP Project, Usar","8797","11256","8861.88"
"282","Oil & Gas","Ministry of Petroleum & Natural Gas","400169","Redevelopment of Linch Field","631.03","845.42","622.24"
"283","Oil & Gas","Ministry of Petroleum & Natural Gas","400171","2G Ethanol Biorefinery at Bathinda","1421.46","1421.46","1291.35"
"284","Oil & Gas","Ministry of Petroleum & Natural Gas","604791","Numaligarh Refinery Expansion Project","12366","25313","20411.19"
"285","Oil & Gas","Ministry of Petroleum & Natural Gas","604795","CBR 9 MMTPA Project","31580","36354","1615.38"
"286","Oil & Gas","Ministry of Petroleum & Natural Gas","604853","Indian Oil Technology Development and Deployment Centre at R&D Campus-II, Faridabad","2281.94","3200","1922.03"
"287","Oil & Gas","Ministry of Petroleum & Natural Gas","604859","Integrated Para Xylene [PX] and Purified Terephthalic Acid [PTA] Project at Paradip Refinery","13805","11783","8870.29"
"288","Oil & Gas","Ministry of Petroleum & Natural Gas","604863","Development of Surface Facilities for production and evacuation of Crude Oil and Natural Gas from Nadua and East Khagorija","682.9","726.93","601.12"
"289","Oil & Gas","Ministry of Petroleum & Natural Gas","610984","Development of Jharia CBM Block [Phase-1]","431","431","267.74"
"290","Oil & Gas","Ministry of Petroleum & Natural Gas","611917","Poly Butadiene Rubber plant at Panipat","1459","2531.44","1560.24"
"291","Oil & Gas","Ministry of Petroleum & Natural Gas","612790","Power System Upgradation Project","385","385","271.36"
"292","Oil & Gas","Ministry of Petroleum & Natural Gas","612853","Gurdaspur Jammu Pipeline","521.9","521.9","326.4"
"293","Oil & Gas","Ministry of Petroleum & Natural Gas","616254","Visakh Raipur Pipeline Project","2212","2212","570"
"294","Oil & Gas","Ministry of Petroleum & Natural Gas","616858","Construction of Field Gas Gathering Station at Baghjan area for collection, processing & transportation of natural Gas to be produced from Baghjan Field","430.76","430.76","348.65"
"295","Oil & Gas","Ministry of Petroleum & Natural Gas","616879","Demo Bio-ATF Project","364","364","91.39"
"296","Oil & Gas","Ministry of Petroleum & Natural Gas","616933","Lube Modernization & Bottom Upgradation Project at Mumbai Refinery","4679","6008","314.9"
"297","Oil & Gas","Ministry of Petroleum & Natural Gas","616950","PRP-VIII [Group-A]","1589.4","1486.4","629.46"
"298","Oil & Gas","Ministry of Petroleum & Natural Gas","617302","Durgapur - Haldia Pipeline [Section-3B of JHBDPL Project]","1740","2583","2380.8"
"299","Oil & Gas","Ministry of Petroleum & Natural Gas","617304","Setting up of LPG Plant with Rail Unloading Facility at Hathua, Dist. Gopalganj, Bihar","340.15","340.15","186.21"
"300","Oil & Gas","Ministry of Petroleum & Natural Gas","617818","City Gas Distribution [CGD] Project in Gajapati, Kandhamal, Boudh, & Sonepur GA","514.91","514.91","25.77"
"301","Oil & Gas","Ministry of Petroleum & Natural Gas","617819","City Gas Distribution [CGD] Project in Kondagaon, Bastar, Sukma, Narayanpur, Bijapur & Dantewada GA","557.04","557.04","11.63"
"302","Oil & Gas","Ministry of Petroleum & Natural Gas","617822","ATF Pipeline from BPCLs Malkapur POL Installation to Hyderabad International airport","215","215","46.87"
"303","Oil & Gas","Ministry of Petroleum & Natural Gas","617827","Pipeline Rehabilitation Project, Phase-II","680","680","13.53"
"304","Oil & Gas","Ministry of Petroleum & Natural Gas","617828","Siliguri-Jhapa Pipeline Project","267","267","3.19"
"305","Oil & Gas","Ministry of Petroleum & Natural Gas","617830","C2/C3 Vijaipur Pata Pipeline","1792","1792","541.2"
"306","Oil & Gas","Ministry of Petroleum & Natural Gas","617836","Coke Drum Structure Package","635.28","635.28","464.46"
"307","Oil & Gas","Ministry of Petroleum & Natural Gas","617837","Siliguri Marketing Terminal [SMT] Capacity Augmentation Project","484","484","319.32"
"308","Oil & Gas","Ministry of Petroleum & Natural Gas","617838","Augmentation of CCKPL and IDPL Pipelines capacity along with setting up of Palakkad TOP","1130","1130","324.61"
"309","Oil & Gas","Ministry of Petroleum & Natural Gas","619191","Kanpur LPG Bottling Plant","202","202","132.75"
"310","Oil & Gas","Ministry of Petroleum & Natural Gas","619196","Change of service of existing Mundra-Panipat Pipeline [Panipat - Churwa section] from Crude oil to Product","359","359","52.55"
"311","Oil & Gas","Ministry of Petroleum & Natural Gas","619223","Petro Resid Fluidized Catalytic Cracking [PRFCC] Unit and its associated facilities at Mumbai Refinery","13626","13626","93.6"
"312","Oil & Gas","Ministry of Petroleum & Natural Gas","619224","Augmentation of DUPL-DPPL Pipeline","844","844","1.2"
"313","Oil & Gas","Ministry of Petroleum & Natural Gas","619225","Installation of Compression facility at GAIL Usar","260.2","260.2","0"
"314","Oil & Gas","Ministry of Petroleum & Natural Gas","619226","Provision of four bitumen tanks with capacity of 5 TMT each at Visakh Refinery","258.34","258.34","8.67"
"315","Oil & Gas","Ministry of Petroleum & Natural Gas","619312","Bulk Loading Hub- Kanpur","186","186","104.24"
"316","Oil & Gas","Ministry of Petroleum & Natural Gas","619314","Pipeline Replacement Project- PRP-IX","6684","6175","979.47"
"317","Oil & Gas","Ministry of Petroleum & Natural Gas","619316","Group Gathering Station, Lakwagaon","495.59","495.59","20.04"
"318","Oil & Gas","Ministry of Petroleum & Natural Gas","619328","ONGC-BP Redevelopment Phase-1 Scheme of Mumbai High Field","3713.4","3908","2304.68"
"319","Oil & Gas","Ministry of Petroleum & Natural Gas","701228","Kochi - Koottanad - Bangalore - Mangalore Pipeline Phase-II","2915","5909","4881.8"
"320","Oil & Gas","Ministry of Petroleum & Natural Gas","701289","Capacity Expansion of Panipat Refinery from 15 to 25 MMTPA","34627","36225","28007.35"
"321","Oil & Gas","Ministry of Petroleum & Natural Gas","701324","Barauni Refinery Capacity Expansion from 6.0 to 9.0 MMTPA","14810","16724","13089.84"
"322","Oil & Gas","Ministry of Petroleum & Natural Gas","701329","Petrochemical and Lube Integration Project at Gujarat Refinery","18936","17825","13901.13"
"323","Oil & Gas","Ministry of Petroleum & Natural Gas","701330","Mehsana-Bhatinda & Bhatinda-Jammu Natural Gas Pipeline","7392","7392","6360.86"
"324","Oil & Gas","Ministry of Petroleum & Natural Gas","701338","City Gas Distribution Maharashtra Natural Gas Limited","5535","5535","4481.93"
"325","Oil & Gas","Ministry of Petroleum & Natural Gas","701344","Dhamra Haldia Pipeline Project","1030.65","1125","927.4"
"326","Oil & Gas","Ministry of Petroleum & Natural Gas","701346","North East Gas Grid","9265","9265","7008"
"327","Oil & Gas","Ministry of Petroleum & Natural Gas","709750","Laying of new 28 inch Desal Water Pipeline and 10 inch Reject Water Pipeline between CPCL Manali Refinery and CPCL Desalination plant at Ennore","205","205","117.88"
"328","Oil & Gas","Ministry of Petroleum & Natural Gas","709752","HP-COAT [Crude to Olefins and Aromatics Technology] demo unit at Visakh Refinery","160","220","158.94"
"329","Oil & Gas","Ministry of Petroleum & Natural Gas","709753","Haldia Panagarh Pipeline Project","1010","1107","884.2"
"330","Oil & Gas","Ministry of Petroleum & Natural Gas","709770","City Gas Distribution Project at Pathankot District","151","151","9.02"
"331","Oil & Gas","Ministry of Petroleum & Natural Gas","709771","City Gas Distribution Project at Beed, Jalgaon and Jalna Districts","865","865","89.23"
